word,n
realistiska,1
realistiskt,2
reda,5
redaktionen,1
redan,13
redigeras,1
redigering,2
redogör,2
redogöra,1
redogörelser,2
redovisa,11
redovisas,2
redovisning,1
redovisningar,3
redovisningen,1
redskap,8
redskapsbanor,1
redskapsgymnastik,1
redskapsövningar,1
reella,4
referat,2
referensram,1
referera,2
reflektera,5
reflekterande,1
regel,3
regelbunden,2
regelbundenhet,1
regelbundet,2
regelbundna,1
regelrätt,1
regelsystem,2
regering,3
regeringen,2
regional,3
register,1
registrering,1
regler,13
reglerar,1
regleras,4
reglerna,2
reguljära,4
reklam,3
reklambild,1
rekreation,6
rektangel,2
rektanglar,1
rektor,19
rektors,1
rektors*****,1
rektorsområde,6
rektorsområden,3
rektorsområdena,1
rektorsområdes,1
rektorsområdet,5
relaterar,1
relation,1
relationer,7
relativa,2
relativt,1
relevant,1
religion,1
religionen,1
religioner,2
religionshistoria,1
religionskunskap,6
religiös,3
religiösa,8
reningsverk,1
reparation,2
reparationer,2
reparera,1
repeteras,1
repetition,2
repetitioner,2
reportage,1
representanter,6
representanterna,1
representativt,1
representerar,2
reproduktionsarbete,1
resonans,1
resonemang,1
resp,2
respekt,9
respekten,3
respektera,3
respektive,2
resten,1
restider,1
resultat,8
resultatet,3
resultera,1
resurs,1
resursanvändning,1
resursanvändningen,2
resurser,26
resurserna,2
resursfördelning,4
resursproblem,1
resurssatsning,1
resursutnyttjande,1
rika,3
rikare,1
rikhaltiga,1
rikliga,1
rikligt,1
riksdag,3
riksgenomsnittet,1
rikt,3
riktar,1
riktas,1
riktiga,3
riktigt,1
riktlinjer,42
riktlinjerna,3
riktning,1
riktningar,1
riktningsgivare,1
riktvärde,2
rim,1
rimlig,1
rimlighet,1
ringslivet,1
rinkbandy,1
risk,1
risker,4
riskerar,3
rita,1
ritningar,3
ritningars,1
ro,1
roa,3
roll,26
rollen,1
roller,4
rollspel,5
romaner,1
rotlagarna,1
rulla,1
rum,3
rumsbildning,1
rundbana,1
runt,2
ryggsim,1
rymden,1
rymdgeometriska,1
ryms,1
rytm,6
rytm-,3
rytmer,2
rytminstrument,3
rytmiska,1
rytmkänsla,1
rytmorkester,1
räcker,1
räddar,3
räddningsmaterial,1
rädsla,1
räkna,9
räknemässiga,1
räknesätt,1
räknesätten,4
räkneuppgifter,1
räkning,3
ränta,3
räta,1
rätblock,1
rätt,30
rätta,1
rätten,1
rättfärdighet,1
rättighet,1
rättigheter,9
rättigheterna,3
rättslig,1
rättsliga,1
rättssamhället,1
rättvisa,2
räåttigheter,1
råd,3
rådande,2
rådde,1
råder,4
rådgivning,2
råkar,1
råvaror,4
rör,9
röra,1
rörande,1
rörelse,13
rörelseapparaten,1
rörelsebehov,2
rörelseförråd,1
rörelseglädje,1
rörelselekar,2
rörelser,6
rörelserna,1
rörelsesätt,2
rörelseuppgifter,2
rörelseövningar,2
rörlighet,1
röst,2
röst-,1
röster,2
rötter,1
s,14
s2,1
sagor,11
sagostunder,1
sak-,1
saken,1
saker,2
sakfrågor,3
saklig,3
sakliga,2
saklighet,8
sakligt,1
saknar,3
sakprosa,3
sakprosan,1
sakriktig,1
samarbeta,3
samarbetar,1
samarbete,35
samarbetet,2
samarbetets,1
samarbetsförmåga,2
samband,35
sambanden,1
sambandet,7
sameundervisningen,1
samfund,4
samheter,1
samhäl*****,1
samhälle,22
samhällen,3
samhällenas,1
samhälles,1
samhället,44
samhällets,9
samhälls-,7
samhällsarbetet,2
samhällsekonomi,1
samhällsfrågor,1
samhällsförhållanden,4
samhällsgemenskapen,1
samhällsinformation,1
samhällskunskap,4
samhällsliv,2
samhällslivet,3
samhällsmedlemmar,1
samhällsnivå,1
samhällsorienterande,16
samhällsorientering,2
samhällsperspektiv,1
samhällsperspektivet,1
samhällsplanering,3
samhällssyn,1
samhällsvetenskaperna,1
samhällsvärderingar,1
samhållets,1
samhåällsmedlemmar,1
samhörighet,4
samhörigheten,1
samla,3
samlad,7
samlade,6
samlas,3
samlat,1
samlevnad,6
samlevnads-,3
samlevnadsformer,1
samlevnadsfrågor,5
samlingar,4
samlingsstunder,1
samliv,1
samlivet,1
samma,26
samman,4
sammanfatta,1
sammanfattande,1
sammanfattningar,1
sammanhang,32
sammanhanget,2
sammanhängande,3
sammanhänger,1
sammanhållningen,1
sammankomster,3
sammanlagda,1
sammanlagt,1
sammansatt,2
sammansatta,2
sammansätta,1
sammansättning,4
sammansättningar,1
sammanträda,1
sammanträden,1
samordna,1
samordnas,1
samordnat,1
samråd,16
samråda,2
samrådet,1
samråds-,1
samspel,2
samspelet,3
samspelsförmågan,1
samspelsövningar,2
samstämmighet,1
samt,122
samtal,16
samtala,8
samtalen,5
samtalet,3
samtalsgrupper,1
samtalsövningar,3
samtidigt,12
samtliga,5
samvaro,2
samvaron,1
samverkan,63
samverkansenheter,1
samvete,2
sanning,1
sannolikhet,1
sannolikheter,2
sannolikhetsbegreppet,1
sannolikhetslära,3
sats,1
satsdelar,1
satser,2
satsmelodi,1
schabloner,1
schema,1
schemabrytande,1
schemabundna,1
schemaläggningen,2
scheman,1
schematekniskt,1
schemats,1
se,18
sedan,7
sedda,2
sedlarna,1
sektor,1
sektorer,1
sektorerna,2
sektorn,1
sekunder,1
senare,4
ser,1
serie,1
serier,5
servering,1
service,7
serviceinställning,1
ses,1
sett,1
sex,2
sexual-,1
sexualetik,2
sexualfrågor,4
sexualitet,1
sida,2
sidan,5
sidor,1
sig,292
sikt,2
simförmågan,1
simkunnighets-,1
simkunnighetsprov,2
simning,3
simsätt,1
simträning,1
sin,90
sina,59
sinnesorganen,1
sinnesstämningar,1
sinsemellan,1
sista,2
sistnämnda,1
sitt,36
sitta,1
sittställningar,1
situation,16
situationen,1
situationer,17
sj-ljuden,1
sju,1
sjuka,1
sjukdom,4
sjukdomar,2
sjukhus,1
sjukvård,1
sjunga,4
själv,11
själva,40
självanalys,1
självförtroende,2
självklart,3
självkännedom,1
självkänsla,4
självständiga,2
självständigt,6
självt,1
självtillit,4
självuppfattning,2
självändamål,1
sjöis,1
sjöisars,1
skadegörelse,1
skadeverkningar,1
skadliga,2
skador,1
skaffa,31
skaffar,1
skaffat,1
skala,2
skalangivelse,1
skalbegreppet,1
skall,564
skapa,18
skapande,20
skapar,3
skaparvilja,1
skapas,1
skapelseberättelserna,1
ske,18
skeende,1
skeenden,2
sker,6
skett,3
skev,1
skicka,1
skidor,1
skidturer,2
skidutrustning,1
skidvett,1
skidvård,2
skidåkning,5
skidåkningen,1
skidåkningsform,1
skiftande,2
skilda,24
skildra,1
skilja,2
skiljaktiga,3
skiljer,1
skiljetecken,4
skillnaden,1
skillnader,5
skillnaderna,2
skiss,1
skiss-,1
skisser,1
skjuta,1
skjuts,1
skog,1
skogen,1
skogsbruk,2
skol*****,1
skol-,2
skola,23
skolakontakter,1
skolan,256
skolans,109
skolarbete,4
skolarbetet,21
skolarbetets,1
skolbibliotekarier,1
skolbiblioteken,1
skolbiblioteket,3
skolbibliotekets,1
skolbyggnaderna,1
skoldag,7
skoldagen,21
skoldagens,8
skoldaghem,1
skolenhet,2
skolenheten,1
skolenheter,1
skolenhets,1
skolformen,1
skolformer,1
skolformerna,1
skolförordningen,11
skolgång,3
skolgången,1
skolgårdarnas,1
skolgården,1
skolgårdsorientering,1
skolhälsovården,1
skolkurator,1
skollagen,3
skollagens,1
skolledare,2
skolledning,4
skolledningen,11
skolledningens,2
skolluncher,1
skolläkare,1
skolmiljö,2
skolmiljöer,1
skolmiljön,2
skolmåltider,1
skolområdet,1
skolor,14
skolorganisationens,1
skolorna,3
skolornas,2
skolpersonal,3
skolpliktens,1
skolpsykolog,1
skolpsykologer,1
skolskjutsar,1
skolsköterska,1
skolstart,1
skolstarten,4
skolstyrelse,2
skolstyrelsen,25
skolstyrelsens,6
skolstyrelser,1
skolstyrelserna,1
skolsvårigheter,3
skoltiden,2
skoltidning,1
skoltidningar,3
skoltidningen,1
skoltrötthet,1
skolveckohem,1
skolverksamheten,2
skolvärdar,1
skolämnen,5
skolåldern,2
skolåren,2
skolöverstyrelsen,1
skor,1
skridskoåkning,1
skrift,14
skriftlig,1
skriftliga,7
skriftligt,6
skriftspråk,3
skriftspråkets,1
skriv-,1
skriva,42
skrivandet,1
skrivelser,1
skriven,1
skriver,3
skrivförmåga,1
skrivinlärning,5
skrivinlärningen,2
skrivmaskinen,3
skrivna,2
skrivning,10
skrivningen,1
skrivsituationen,1
skrivsvårigheter,1
skrivtecken,1
skrivträning,2
skrivundervisningen,4
skrivövningar,2
skugga,1
skuld,1
skull,1
skulle,5
skulptera,1
skulptur,1
skydd,1
skyddsanordningar,1
skyddsföreskrifter,2
skyddsingenjörer,1
skyddsombud,2
skyldig,4
skyldiga,1
skyldighet,4
skyldigheten,2
skyldigheter,7
skyldigheterna,1
skyms,1
skäl,2
skälet,1
skärning,1
skönhet,1
skönhetsvärden,1
skönlitteratur,6
skönlitteraturen,1
sköta,1
sköter,1
skötsel,3
slag,32
slags,3
slang,1
slentrianmässigt,1
slut,3
sluta,1
slutar,1
slutet,3
sluts,1
slutsatser,7
släkts,1
släktskap,1
slå,1
slöjd,13
slöjdarbetet,1
slöjdart,1
slöjdarter,1
slöjdarterna,1
slöjden,2
slöjdens,6
slöjdundervisningen,1
smak,2
smidigt,1
smittorisker,1
smärta,1
små,4
smådanser,1
snabb,1
snabba,2
snabbhet,1
snabbt,1
snarast,1
sned,1
snickra,1
snävt,1
social,8
sociala,21
socialgrupper,2
socialt,1
sofistikerad,1
solen,1
solidaritet,5
som,600
sortering,1
sorters,2
sovra,2
spara,2
sparsam,1
specialgren,2
specialisering,1
specialkompetens,1
specialkurser,1
speciallärare,1
speciallärarna,2
speciallärarnas,1
specialpedagogiska,3
specialpedagogiskt,2
specialskolan,1
speciell,3
speciella,11
speciellt,17
specifikt,1
spegla,1
speglar,1
speglas,2
spekulativt,1
spel,4
spela,12
spelar,9
spelet,1
spelövningar,1
spontana,2
spontant,2
sprida,4
spridning,1
springa,1
språk,45
språkbehärskning,1
språkbruk,3
språken,6
språket,28
språkets,5
språkfärdighet,1
språkfärdigheter,1
språkförhållanden,1
språkförmåga,1
språkförståelsen,1
språkgrupp,2
språkkunskaper,6
språkkunskaperna,1
språkkursernas,1
språklig,1
språkliga,10
språkligt,4
språklära,3
språkmiljö,1
språkområde,1
språkriktighet,1
språksituationen,1
språksituationer,3
språkskillnader,1
språkundervisningen,1
språkutveckling,5
språkutvecklingen,1
spänning,4
spår,1
ss,1
ssa-råden,1
ssa-rådet,1
ssändarens,1
stabiliserar,1
stabilitet,1
stadga,1
stadie-,1
stadiegränser,1
stadiegränserna,1
stadier,13
stadierna,10
stadieveckotimmar,7
stadieveckotimmar!,1
stadieveckotimme,1
stadieövergångar,2
stadium,3
stadiums,1
stadslandskap,1
stafetter,1
stam,1
standardiserad,1
standardprov,1
stannar,1
stapeldiagram,1
stark,2
starka,1
starkare,1
starkares,1
starkt,1
start,1
starta,1
staten,1
statens,1
stater,1
statistik,5
statistiska,1
statistiskt,1
status,1
statustänkande,1
stava,3
stavelse,1
stavning,6
sten,1
stereotyp,1
stereotypa,1
sticka,1
stifta,2
stigande,1
stilnivåer,1
stilriktningar,1
stimulans,7
stimulera,16
stimulerar,4
stimuleras,6
stoff,27
stoffet,12
stoffets,1
stoffmängden,1
stoffområden,5
stoffurval,1
stoffurvalet,1
stoffördelning,1
stolpdiagram,1
stor,19
stora,17
storlek,2
storleksordnas,2
stort,11
straff,1
strider,4
struktur,4
strukturer,2
strukturera,1
strukturerna,1
sträcka,1
sträckmoment,1
strängt,1
sträva,8
strävan,4
strävanden,1
studera,21
studerade,2
studerar,2
studeras,7
studie-,20
studiebesök,13
studiecirkel,1
studiedagar,1
studieförbund,1
studiegång,10
studiehandledning,2
studiehandledningen,1
studiemisslyckanden,1
studiemotivation,1
studiemöjligheter,1
studieoch,1
studieområden,1
studier,37
studieresultat,1
studierna,7
studiernas,1
studiesituation,1
studiesvårigheter,1
studiesätt,1
studiet,1
studieteknik,2
studietekniska,1
studietid,1
studieuppgifter,1
studieval,2
studievalet,5
studieväg,1
studievägledning,1
stycke,1
stycken,2
styr,7
styra,2
styras,2
styrinstrument,2
styrka,2
styrs,3
städning,3
ställa,11
ställas,2
ställda,1
ställer,7
stället,5
ställning,19
ställningstagande,4
ställningstaganden,3
ställs,3
ställt,1
stämningar,2
stämningsskapande,1
ständigt,8
stärka,6
stärker,2
stå,4
stålframställning,1
stånd,2
ståndpunkt,2
står,6
stöd,22
stöder,2
stödet,1
stödja,15
stödmöjligheterna,1
störningar,1
större,19
största,2
substantiv,1
subtraheras,3
subtraktion,1
subtraktioner,1
subtraktionsalgoritmerna,1
subtraktionstabellerna,1
successivt,6
suggestion,1
summan,1
svagare,1
svagmotiverade,1
svar,1
svara,7
svarar,4
svensk,2
svenska,61
svenskan,2
svenskt,1
svensktalande,1
svenskundervisningen,2
sverige,16
svit,2
svår,2
svårare,4
svårförståeliga,1
svårighet,1
svårigheter,28
svårigheterna,1
svårt,3
svåruttalade,1
sy,1
syfta,4
syftar,19
syfte,13
syften,4
syftet,12
symboler,1
symboliska,1
symmetri,1
syn,1
synen,5
synliga,1
synnerhet,2
synpunkt,4
synsätt,1
syo,14
syo-arbetet,1
syo-funktionären,1
syofunktionärens,1
syofunktionärer,2
syofunktionärerna,1
syons,2
syostoffet,1
sysselsätta,1
sysselsättning,2
sysselsättningar,2
sysslar,1
system,3
systematik,2
systematiserad,1
systematiseringen,1
systematisk,1
systematiskt,2
säga,3
säger,1
sägner,1
sägs,1
säker,1
säkerhet,7
säkerhetsbestämmelser,1
säkerhetsfrågor,2
säkerhetsföreskrifter,2
säkerhetspolitiken,1
säkerhetsriskerna,1
säkerhetsutrustning,1
säkerhetsåtgärder,1
säkert,1
säkra,1
säljer,1
säljs,1
sällan,2
sämre,1
sändare,1
sänka,1
särdrag,2
särprägel,1
särskild,18
särskilda,9
särskilt,23
sätt,59
sätta,2
sättas,2
så,74
så*****,1
sådan,13
sådana,43
sådant,13
således,11
sålunda,1
sång,8
sånger,12
sånglekar,3
sångtexter,1
såsom,7
såvida,1
såvitt,1
såväl,19
sö,2
söka,27
sökande,2
söker,6
sökt,1
sökta,1
sömn,1
sömnad,1
t,84
ta,68
tabeller,4
taget,2
tagit,1
takt,5
taktik-,1
tal,32
tala,27
talad,5
talade,2
talar,2
talas,4
talbegreppet,1
talen,5
talkörer,1
talsituationer,5
talspråk,5
talövningar,7
talövningarna,3
tankar,4
tanke,2
tappa,2
tar,10
tas,21
teater,4
teaterföreställningar,4
teckenregler,2
teckna,1
teckning,2
teknik,11
teknik-,2
tekniken,3
teknikens,2
tekniker,4
teknikskolning,1
teknikträning,1
teknisk,1
tekniska,9
tekniskt,2
tekniskt-praktiska,2
tema,4
tema-,1
temaarbeten,5
temadagar,1
teman,8
temaområden,2
temaplaneringen,1
temastudier,11
temastudierna,1
tematiska,1
temauppgifter,3
temperatur,2
tempo,1
tempoförändringar,1
tendensen,1
tendenser,1
tendentiös,2
tendentiösa,1
tennis,1
teoretisk,2
teoretiska,1
teoretiskt,2
teori,3
teoribildning,1
teorier,4
termin,3
terminen,1
terminologi,1
terminskurser,1
terräng,5
terrängförhållanden,1
terrängslingor,1
tex,7
text,3
texta,1
texten,2
textens,2
texter,42
texterna,5
textilslöjd,2
textilslöjden,1
textmaterial,1
textrytm,1
tid,51
tiden,10
tider,8
tiderna,1
tidigare,10
tidigt,5
tidningar,17
tidningen,2
tidpunkt,2
tids,1
tids-,1
tidsangivelser,1
tidsdifferenser,1
tidsenheterna,1
tidsgräns,1
tidskrifter,4
tidskrävande,1
tidsperspektiv,4
tidsperspektivet,1
till,436
tillaga,3
tillagning,2
tillfredsställa,1
tillfredsställelse,1
tillfredsställelsen,1
tillfredsställer,1
tillfälle,10
tillfällen,5
tillföra,1
tillförs,1
tillgodogöra,2
tillgodose,4
tillgodoser,1
tillgängliga,5
tillgängligt,1
tillgång,14
tillgången,1
tillhanda,1
tillhandahåller,1
tillhör,2
tillhöra,1
tillhörande,1
tillit,2
tilliten,1
tillkommer,1
tillkommit,1
tillkomst,1
tilllämpningar,1
tilllämpningen,2
tilllämpningsuppgifter,1
tillmätt,1
tillräcklig,3
tillräckliga,1
tillräckligt,3
tillrättalagd,1
tillrättalagda,1
tillrättalagt,1
tills,2
tillsammans,23
tillse,1
tillskjuter,1
tilltro,1
tillval,5
tillvalet,1
tillvalsblocket,1
tillvalskurser,5
tillvalskurserna,1
tillvalsämne,2
tillvalsämnen,1
tillvara,2
tillvarata,1
tillvaratas,1
tillvaro,1
tillvaron,6
tillvaron;,1
tillverka,3
tillverkare,1
tillverkas,1
tillverkning,3
tillverkningsprocesser,1
tillväxt,1
tillägna,13
tillägnar,6
tillämpa,8
tillämpar,1
tillämpas,1
tillämpbar,1
tillämpning,9
tillämpningar,4
tillämpningarna,2
tillämpningen,1
tillämpningsområden,1
tillämpningsövningar,1
tillåtna,1
timantalet,1
timplan,2
timplanebunden,2
timplanebundna,1
timplanen,5
timplaner,3
timplanerna,2
ting,3
tingen,2
tio,2
tiopotens,2
tiopotenser,1
tittar,1
tj-,1
tjäna,3
tjänar,2
tjänster,1
tjäntemän,1
tobak,9
tobaksfrågorna,1
tolerans,1
tolka,14
tolkar,1
tolkning,5
tolv,2
ton,1
tonalstring,1
tonvikt,2
tonåring,1
topptriangelsatsen,1
torde,1
total,1
totala,2
totalförsvar,1
totalförsvaret,1
tradition,3
traditionell,1
traditionella,4
traditionellt,2
traditioner,3
trafik-,1
trafikalternativ,1
trafikantroller,1
trafiken,3
trafikfaror,1
trafikfrågor,2
trafikkunskap,1
trafikmiljö,1
trafikmiljöer,1
trafikmiljön,2
trafikplanering,1
trafikproblem,1
trafiksituationer,1
trafiksäkerhet,1
trafiksäkerheten,1
trafiksäkerhetsarbetet,1
transportsätt,1
transportvägar,1
tre,14
tredimensionella,2
tredje,2
tredjedel,1
treåriga,2
triangel,2
trianglar,1
trivsam,1
trivsel,1
tro,7
trosföreställningar,1
trossamfund,2
trots,2
tryck,1
tryckt,4
tryckta,4
trygg,2
trygghet,3
tryggheten,1
trä,1
trä-,3
träffa,1
träffas,1
träget,1
träna,14
tränar,3
tränas,7
trängre,1
träning,20
träningen,4
träningsprinciper,1
träningsprogram,2
träningstillfällen,1
tröst,1
tt,1
tummar,1
tunnband,1
tur,4
turteknik,1
tv,6
tv-,1
tv-program,3
tvingar,1
tvärsäkra,1
tvärtom,1
tvätt,4
två,13
två-,2
tvång,1
tvåor,1
tvåspråkighet,3
tycke,1
tyda,1
tydlig,4
tydliga,2
tydligt,2
tyngdpunkt,3
tyngdpunkten,2
typ,1
typen,3
typer,3
tyska,7
tyst,1
täcker,2
tänka,3
tänkande,1
tänkbara,1
tänkesätt,1
tänkt,1
u-landshjälp,1
ud,1
umgänge,1
undantag,1
under,92
underfund,1
underhåll,3
underhålla,3
underhållning,1
underhållningsbild,1
underlag,6
underlaget,1
underlätta,3
underlättar,5
underlättas,1
undermålig,1
undermåliga,1
underrättas,1
understödja,1
undersöka,15
undersökande,5
undersöker,1
undersökning,3
undersökningar,13
undertrycka,1
undervisa,1
undervisas,1
undervisning,40
undervisningen,117
undervisningen?,1
undervisningens,3
undervisningsbundna,1
undervisningsfrågor,1
undervisningsgrupp,6
undervisningsplaneringen,1
undervisningsprogram,1
undervisningssituationer,1
undervisningstimmar,1
undran,1
undvika,5
unga,1
ungdom,5
ungdomar,12
ungdomarna,1
ungdomars,2
ungdomen,1
ungdomsarbete,2
ungdomsböcker,2
ungdomsfrågor,1
ungdomsföreningar,1
ungdomskultur,3
ungdomsmiljö,1
ungdomsmiljöer,1
ungdomsåren,1
ungefär,1
upp,56
upp*****,1
uppbyggnad,3
uppbyggnaden,1
uppdelningen,1
uppdrag,2
uppe,1
uppenbart,1
uppfatta,4
uppfattar,3
uppfattning,6
uppfattningar,10
uppfattningen,1
uppfyller,1
uppföljande,2
uppföljningsansvar,2
uppgift,24
uppgiften,2
uppgifter,24
uppgifterna,2
upphör,1
upphört,1
uppkomma,1
uppkomst,2
upplagd,1
upplagt,1
uppleva,12
upplevas,1
upplevda,3
upplevelse,5
upplevelsen,2
upplevelser,15
upplever,6
upplevs,1
upplysningar,7
uppläggning,4
uppmjukning,1
uppmuntra,5
uppmuntran,4
uppmuntras,8
uppmärksam,1
uppmärksamhet,3
uppmärksamma,5
uppmärksammas,9
uppnå,6
uppnås,5
uppnått,2
upprepad,2
upprätta,1
upprätthålla,1
upprätthållas,1
uppsatser,1
uppskatta,2
uppskattning,1
uppskov,1
uppslag,4
uppslagsbok,1
uppslagsböcker,4
uppslagsverk,1
uppställda,2
uppstå,1
uppstår,1
uppstått,1
uppsättning,1
uppsöka,2
uppsökande,4
upptas,2
uppträdande,1
upptäcka,5
upptäcker,1
upptäckter,2
uppvärmning,2
uppväxt,1
uppväxtmiljön,1
uppväxtvillkor,2
uppöva,1
uppövad,1
ur,15
urbanisering,2
urkristna,1
urskiljning,1
ursprung,1
ursprungskultur,1
ursprungslandet,2
ursprungslandets,1
urval,9
urvalet,7
urvalsgrund,1
urvalsgrunder,1
urvalsprinciper,1
ut,14
ut*****,1
utan,20
utanför,17
utarbetad,1
utarbetas,1
utarbetats,1
utarmning,1
utbildade,4
utbildning,17
utbildningar,2
utbildningen,4
utbildningens,2
utbildnings-,1
utbildningsvägar,3
utbildningsväsendet,1
utbredning,3
utbrytning,1
utbud,3
utbudet,3
utbyggnad,1
utdragen,1
ute,4
uteblivit,1
utelämnas,1
utesluter,3
utevistelse,2
utflykter,3
utforma,6
utformad,1
utformade,3
utformas,7
utformat,1
utformning,24
utformningen,6
utforska,1
utfärdar,2
utföra,9
utförande,2
utföras,2
utförda,1
utförs,2
utger,1
utges,1
utgå,21
utgående,2
utgångsläge,2
utgångspunkt,15
utgångspunkten,6
utgångspunkter,2
utgår,1
utgör,14
utgöra,7
utifrån,16
utkast,1
utläggningen,1
utländska,2
utmynna,1
utmärker,2
utmärkt,1
utnyttja,24
utnyttjandet,1
utnyttjar,2
utnyttjas,8
utnyttjat,1
utom,6
utomeuropeiska,1
utomhus,1
utpräglad,1
utprövning,1
utredning,1
utrustning,15
utrymme,10
utsatta,1
utseende,1
utser,1
utskrifter,1
utslätade,1
utsträckas,1
utsträckning,9
utsträckt,1
utställning,1
utställningar,4
utsättas,1
utsätts,3
uttal,9
uttala,1
uttalanden,1
uttalet,3
uttalsregler,1
uttnyttja,1
uttryck,19
uttrycka,32
uttrycker,1
uttrycks,1
uttrycks-,1
uttrycksbehovet,1
uttrycksfull,1
uttrycksfullt,1
uttrycksförmåga,3
uttrycksmedel,5
uttrycksmedlen,1
uttrycksmöjligheter,1
utvandringen,1
utveckla,56
utvecklande,1
utvecklar,15
utvecklas,8
utvecklats,2
utveckling,44
utvecklingen,17
utvecklingens,1
utvecklingsarbetet,1
utvecklingshistoriskt,1
utvecklingslinjer,2
utvecklingsländer,2
utvecklingsländernas,1
utvecklingsmöjligheterna,1
utvecklingsprocess,1
utvecklingsprogram,2
utvidgade,1
utvidgas,2
utvidgning,1
utvinna,1
utvärdera,4
utvärderas,4
utvärdering,9
utvärderingen,7
utvärderingsdagar,1
utöka,1
utökad,3
utökas,2
utökat,3
utökning,1
utövar,2
utövat,1
utöver,16
uvecklingsarbete,1
vad,67
vaga,1
val,23
valalternativ,2
valda,2
valen,2
valet,5
valfria,1
vallning,1
valmöjligheter,1
valsituationer,2
valt,1
valtillfällen,1
valuta,1
vana,3
vanan,1
vandalisering,1
vandringar,3
vanliga,19
vanligaste,9
vanligen,5
vanligt,3
vanmakt,1
vanor,1
var,6
vara,94
varaktigt,1
varandra,12
varandras,1
vardag,3
vardagen,3
vardaglig,2
vardagliga,8
vardags-,2
vardagsfärdighet,1
vardagsfärdigheter,6
vardagsfärdigheterna,1
vardagsförhållanden,1
vardagskunskaper,2
vardagsliv,4
vardagslivet,7
vardagsnära,4
vardagsproblem,4
vardagssituationer,1
vardagstingen,2
vare,1
varefter,1
varför,2
variant,1
varianter,1
variation,2
variationsrikt,1
variera,4
varierande,2
varierar,2
varierat,1
varit,3
varje,33
varken,1
varningsbild,1
varor,4
vars,1
varse,1
vart,1
varvas,2
vatten,7
vattenbollspel,1
vattengymnastik,1
vattensport,1
vattenvaneövningar,1
vattnets,2
vecka,1
vecklar,1
veckolånga,1
veckor,5
veckotimmar,1
vedertagna,3
vegetationsområden,1
vem,3
verb,1
verbal,1
verbalt,1
verk*****,1
verk-v,1
verka,12
verkan,1
verkat,1
verklighet,5
verkligheten,7
verklighetsbild,1
verklighetsflykt,1
verklighetsnära,2
verklighetsuppfattning,2
verkningar,1
verksamhet,55
verksamheten,15
verksamhetens,1
verksamheter,7
verksamhetsbehov,1
verksamhetslust,1
verksamhetslusten,1
verksamhetsområden,2
verksamhetsperiod,1
verksamma,1
verkställighetsnivå,2
verktyg,6
verna,1
vers,2
versioner,1
vet,1
veta,2
vetande,1
vetenskaplig,1
vetgirighet,3
vi,11
via,5
vid,89
vida,1
vidare,27
vidareutveckla,2
vidareutvecklas,2
vidareutveckling,1
video,2
videons,1
vidga,11
vidgade,2
vidgar,2
vidmakthålla,2
vidta,1
vidtas,1
vika,1
vikt,4
vikten,4
viktig,15
viktiga,14
viktigare,1
viktigaste,2
viktigt,26
vila,5
vilar,4
vilja,7
vilka,22
vilken,12
vilket,6
vill,13
villkor,9
vilseleda,1
vilseledas,1
vinkelbegreppet,1
vinklar,2
vinna,1
vinsterna,1
vinterhygien,1
visa,2
visar,2
visat,1
visning,1
visor,4
viss,12
vissa,26
visst,3
vistas,2
vistelse,2
visuella,1
vokal,1
vokaler,1
volleyboll,1
volym,6
vuxen,2
vuxenlitteratur,1
vuxenlivet,1
vuxenroll,1
vuxenutbildning,1
vuxenvärlden,1
vuxna,17
vuxnas,4
vuxne,1
vv2,1
vykort,1
väcka,5
väckelserörelserna,1
väcker,1
väder,4
väderiakttagelser,3
väderkunskap,1
väderrapportering,2
väga,1
vägar,3
väggar,1
väggtidningar,1
vägledande,1
vägledning,2
vägs,1
väl,15
välbefinnande,6
välja,22
väljas,4
väljer,8
väljs,2
vända,1
vänja,11
vänjer,4
vänskap,1
värde,4
värdefrågor,3
värdefull,2
värdefulla,4
värdefullaste,1
värdefullt,1
värden,6
värdena,1
värdera,7
värderande,1
värderingar,32
värderingarna,2
värderings-,1
värderingsfria,1
värderingsfrågor,2
värdeståndpunkter,1
värdet,4
värld,3
världen,15
världs*****,1
världsbild,1
världsbilden,1
världsdelar,5
världsdelarna,1
världshav,1
världsproblemen,1
världssamhället,1
världsspråk,1
värme,1
värna,1
väsentlig,5
väsentliga,10
väsentligaste,1
väsentligt,12
vätskebehovet,1
vävning,1
växa,1
växande,3
växer,2
växla,1
växlar,1
växter,6
växters,1
växtodling,1
våga,1
vågar,5
våld,3
vår,21
våra,11
vård,15
vårda,7
vårdad,2
vårdat,3
våren,1
vårt,16
vårtermin,2
vårterminsbetyget,1
yngre,5
yrke,1
yrken,19
yrkens,2
yrkeserfarenhet,1
yrkesgrupper,2
yrkesliv,1
yrkeslivet,4
yrkesmässigt,1
yrkesorientering,9
yrkesorienteringen,5
yrkesplanerna,1
yrkesroller,2
yrkesval,3
yrkesvalet,4
yrkesverksamhet,3
yrkesvägledningen,1
yrkesvägledningssamtalet,1
yrket,1
yta,1
ytbehandla,1
ytor,1
ytterligare,11
yttra,3
yttre,5
|,3
ä,1
äga,1
ägna,6
ägnade,1
ägnas,7
äldre,7
ämnar,1
ämne,8
ämnen,96
ämnena,14
ämnenas,2
ämnens,2
ämnesblock,1
ämnesbunden,1
ämnesgrupp,2
ämnesgrupper,8
ämnesgruppernas,1
ämnesgränser,2
ämnesgränserna,1
